NormalizedSubject	TaxID	Status
Micrococcus luteus ATCC 9341	1270.0	ok
Morganella morganii UM573	582.0	ok
Morganella morganii UM869	582.0	ok
Mycobacterium abscessus ATCC 19977		fail
Mycobacterium abscessus BWH-C		fail
Mycobacterium abscessus CIP104536T		fail
Mycobacterium abscessus T49		fail
Mycobacterium bovis BCG Pasteur		fail
Mycobacterium bovis C02214		fail
Mycobacterium canettii C02321		fail
Mycobacterium tuberculosis 130667	1773.0	ok
Mycobacterium tuberculosis 130693	1773.0	ok
Mycobacterium tuberculosis 130760	1773.0	ok
Mycobacterium tuberculosis 131142	1773.0	ok
Mycobacterium tuberculosis 132108	1773.0	ok
Mycobacterium tuberculosis 2012 500139	1773.0	ok
Mycobacterium tuberculosis ATCC 35801	1773.0	ok
Mycobacterium tuberculosis ATCC 35822	1773.0	ok
Mycobacterium tuberculosis C00014838	1773.0	ok
Mycobacterium tuberculosis EC378	1773.0	ok
Mycobacterium tuberculosis FS304	1773.0	ok
Mycobacterium tuberculosis H37Ra	1773.0	ok
Mycobacterium tuberculosis H37Rv	1773.0	ok
Mycobacterium tuberculosis H37RvMa	1773.0	ok
Mycobacterium tuberculosis H417D mutant	1773.0	ok
Mycobacterium tuberculosis M00001	1773.0	ok
Mycobacterium tuberculosis M00003	1773.0	ok
Mycobacterium tuberculosis M00004	1773.0	ok
Mycobacterium tuberculosis M00005	1773.0	ok
Mycobacterium tuberculosis M00011	1773.0	ok
Mycobacterium tuberculosis M00017	1773.0	ok
Mycobacterium tuberculosis M00019	1773.0	ok
Mycobacterium tuberculosis M00020	1773.0	ok
Mycobacterium tuberculosis MD24	1773.0	ok
Mycobacterium tuberculosis MD54	1773.0	ok
Mycobacterium tuberculosis MD96	1773.0	ok
Mycobacterium tuberculosis MTTR11	1773.0	ok
Mycobacterium tuberculosis MTTR13	1773.0	ok
Mycobacterium tuberculosis MTTR14	1773.0	ok
Mycobacterium tuberculosis MTTR18	1773.0	ok
Mycobacterium tuberculosis MTTR19	1773.0	ok
Mycobacterium tuberculosis MTTR2	1773.0	ok
Mycobacterium tuberculosis MTTR28	1773.0	ok
Mycobacterium tuberculosis MTTR3	1773.0	ok
Mycobacterium tuberculosis MTTR5	1773.0	ok
Mycobacterium tuberculosis MTTR6	1773.0	ok
Mycobacterium tuberculosis MmpL3 F255L	1773.0	ok
Mycobacterium tuberculosis MmpL3 G253E	1773.0	ok
Mycobacterium tuberculosis MmpL3 Y252C	1773.0	ok
Mycobacterium tuberculosis MmpL3 Y252S	1773.0	ok
Mycobacterium tuberculosis N0008	1773.0	ok
Mycobacterium tuberculosis R1093	1773.0	ok
Mycobacterium tuberculosis R3027	1773.0	ok
Mycobacterium tuberculosis R4254	1773.0	ok
Mycobacterium tuberculosis S94A mutant	1773.0	ok
Mycobacterium tuberculosis SAWC1125	1773.0	ok
Mycobacterium tuberculosis SAWC2371	1773.0	ok
Mycobacterium tuberculosis SAWC3200	1773.0	ok
Mycobacterium tuberculosis SAWC3385	1773.0	ok
Mycobacterium tuberculosis SAWC3388	1773.0	ok
Mycobacterium tuberculosis SAWC3933	1773.0	ok
Mycobacterium tuberculosis SAWC4046	1773.0	ok
Mycobacterium tuberculosis SAWC4083	1773.0	ok
Mycobacterium tuberculosis W91R mutant	1773.0	ok
Neisseria gonorrhoeae A7536	485.0	ok
Neisseria gonorrhoeae A7846	485.0	ok
Neisseria gonorrhoeae A8806	485.0	ok
Neisseria gonorrhoeae ALB0403	485.0	ok
Neisseria gonorrhoeae FC428	485.0	ok
Neisseria gonorrhoeae FC460	485.0	ok
Neisseria gonorrhoeae GCGS0104	485.0	ok
Neisseria gonorrhoeae GCGS0165	485.0	ok
Neisseria gonorrhoeae GCGS0205	485.0	ok
Neisseria gonorrhoeae GCGS0227	485.0	ok
Neisseria gonorrhoeae GCGS0229	485.0	ok
Neisseria gonorrhoeae GCGS0241	485.0	ok
Neisseria gonorrhoeae GCGS0822	485.0	ok
Neisseria gonorrhoeae GCGS0837	485.0	ok
Neisseria gonorrhoeae GCGS0862	485.0	ok
Neisseria gonorrhoeae GCGS0863	485.0	ok
Neisseria gonorrhoeae GCGS0864	485.0	ok
Neisseria gonorrhoeae GCGS0885	485.0	ok
Neisseria gonorrhoeae GCGS0886	485.0	ok
Neisseria gonorrhoeae GCGS0933	485.0	ok
Neisseria gonorrhoeae GCGS0949	485.0	ok
Neisseria gonorrhoeae GCGS0985	485.0	ok
Neisseria gonorrhoeae GCGS0999	485.0	ok
Neisseria gonorrhoeae GCGS1016	485.0	ok
Neisseria gonorrhoeae GCGS126	485.0	ok
Neisseria gonorrhoeae GK124	485.0	ok
Neisseria gonorrhoeae H041	485.0	ok
Neisseria gonorrhoeae MUNG19	485.0	ok
Neisseria gonorrhoeae NGPT03002	485.0	ok
Neisseria gonorrhoeae NGPT03003	485.0	ok
Neisseria gonorrhoeae NGPT03004	485.0	ok
Neisseria gonorrhoeae NGPT03005	485.0	ok
Neisseria gonorrhoeae NGPT03006	485.0	ok
Neisseria gonorrhoeae NGPT03007	485.0	ok
Neisseria gonorrhoeae NGPT03009	485.0	ok
Neisseria gonorrhoeae NGPT03010	485.0	ok
Neisseria gonorrhoeae NGPT03011	485.0	ok
Neisseria gonorrhoeae NGPT03012	485.0	ok
Neisseria gonorrhoeae NGPT03013	485.0	ok
Neisseria gonorrhoeae NGPT03014	485.0	ok
Neisseria gonorrhoeae NGPT03015	485.0	ok
Neisseria gonorrhoeae NGPT03016	485.0	ok
Neisseria gonorrhoeae NGPT03017	485.0	ok
Neisseria gonorrhoeae NGPT04001	485.0	ok
Neisseria gonorrhoeae NGPT04002	485.0	ok
Neisseria gonorrhoeae NGPT04003	485.0	ok
Neisseria gonorrhoeae NGPT04004	485.0	ok
Neisseria gonorrhoeae NGPT04007	485.0	ok
Neisseria gonorrhoeae NGPT04008	485.0	ok
Neisseria gonorrhoeae NGPT04009	485.0	ok
Neisseria gonorrhoeae NGPT04012	485.0	ok
Neisseria gonorrhoeae NGPT04015	485.0	ok
Neisseria gonorrhoeae NGPT05002	485.0	ok
Neisseria gonorrhoeae NGPT05005	485.0	ok
Neisseria gonorrhoeae NGPT05006	485.0	ok
Neisseria gonorrhoeae NGPT05007	485.0	ok
Neisseria gonorrhoeae NGPT05008	485.0	ok
Neisseria gonorrhoeae NGPT05009	485.0	ok
Neisseria gonorrhoeae NGPT05010	485.0	ok
Neisseria gonorrhoeae NGPT05012	485.0	ok
Neisseria gonorrhoeae NGPT05013	485.0	ok
Neisseria gonorrhoeae NGPT05014	485.0	ok
Neisseria gonorrhoeae NGPT05015	485.0	ok
Neisseria gonorrhoeae NGPT05018	485.0	ok
Neisseria gonorrhoeae NGPT05019	485.0	ok
Neisseria gonorrhoeae NGPT05020	485.0	ok
Neisseria gonorrhoeae NGPT05021	485.0	ok
Neisseria gonorrhoeae NGPT05022	485.0	ok
Neisseria gonorrhoeae NGPT05023	485.0	ok
Neisseria gonorrhoeae NGPT05024	485.0	ok
Nitratireductor sp.. ac15		fail
Orientia tsutsugamushi AFSC4	784.0	ok
Orientia tsutsugamushi Karp	784.0	ok
Paenibacillus thiaminolyticus PATH554	49283.0	ok
Pediococcus acidilactici BMOBR041	1254.0	ok
Plasmodium falciparum 3D7	36329.0	ok
Plasmodium falciparum NF54-HGL	5833.0	ok
Plasmodium falciparum NF54-HGL-hDHFR	5833.0	ok
Proteus mirabilis ATCC 29906	525369.0	ok
Proteus mirabilis LHPm1	584.0	ok
Providencia stuartii ATCC 29916	588.0	ok
Pseudomonas aeruginosa AR-0054	287.0	ok
Pseudomonas aeruginosa AR-0064	287.0	ok
Pseudomonas aeruginosa AR-0100	287.0	ok
Pseudomonas aeruginosa ATCC 15442	287.0	ok
Pseudomonas aeruginosa ATCC 27853	287.0	ok
Pseudomonas aeruginosa PA-011	287.0	ok
Pseudomonas aeruginosa PA-032	287.0	ok
Pseudomonas aeruginosa PA-038	287.0	ok
Pseudomonas aeruginosa PA-041	287.0	ok
Pseudomonas aeruginosa PA124	287.0	ok
Pseudomonas aeruginosa PAO1	287.0	ok
Pseudomonas aeruginosa PBIO712	287.0	ok
Pseudomonas aeruginosa PBIO724	287.0	ok
Pseudomonas aeruginosa ST111	287.0	ok
Pseudomonas aeruginosa ST17	287.0	ok
Pseudomonas aeruginosa ST235	287.0	ok
Pseudomonas aeruginosa ST244	287.0	ok
Pseudomonas aeruginosa ST274	287.0	ok
Pseudomonas aeruginosa ST395	287.0	ok
Pseudomonas aeruginosa mucoid strain	287.0	ok
Pseudomonas protegens Pf-5	220664.0	ok
Saccharopolyspora erythraea rif12	1836.0	ok
Saccharopolyspora erythraea rif3	1836.0	ok
Saccharopolyspora erythraea rif4	1836.0	ok
Saccharopolyspora erythraea rif5	1836.0	ok
Saccharopolyspora erythraea rif6	1836.0	ok
Saccharopolyspora erythraea rif9	1836.0	ok
Salmonella enterica AUSMDU00032900	28901.0	ok
Salmonella enterica AUSMDU00032924	28901.0	ok
Salmonella enterica AUSMDU00032927	28901.0	ok
Salmonella enterica AUSMDU00032928	28901.0	ok
Salmonella enterica AUSMDU00032931	28901.0	ok
Salmonella enterica AUSMDU00032932	28901.0	ok
Salmonella enterica AUSMDU00032933	28901.0	ok
Salmonella enterica AUSMDU00032934	28901.0	ok
Salmonella enterica AUSMDU00032936	28901.0	ok
Salmonella enterica AUSMDU00032946	28901.0	ok
Salmonella enterica AUSMDU00032953	28901.0	ok
Salmonella enterica AUSMDU00032955	28901.0	ok
Salmonella enterica AUSMDU00032956	28901.0	ok
Salmonella enterica AUSMDU00032959	28901.0	ok
Salmonella enterica AUSMDU00032972	28901.0	ok
Salmonella enterica AUSMDU00032973	28901.0	ok
Salmonella enterica ERR1010027	28901.0	ok
Salmonella enterica ERR1010032	28901.0	ok
Salmonella enterica ERR1010128	28901.0	ok
Salmonella enterica ERR1010129	28901.0	ok
Salmonella enterica ERR984800	28901.0	ok
Salmonella enterica ERR984822	28901.0	ok
Salmonella enterica ERR984884	28901.0	ok
Salmonella enterica ERR984919	28901.0	ok
Salmonella enterica ERR998502	28901.0	ok
Salmonella enterica HS51537	28901.0	ok
Salmonella enterica HS51616	28901.0	ok
Salmonella enterica HS51628	28901.0	ok
Salmonella enterica HS5826	28901.0	ok
Salmonella enterica HS61616	28901.0	ok
Salmonella enterica HS61622	28901.0	ok
Salmonella enterica HS61639	28901.0	ok
Salmonella enterica HS61648	28901.0	ok
Salmonella enterica HS71549	28901.0	ok
Salmonella enterica HS743	28901.0	ok
Salmonella enterica HS81528	28901.0	ok
Salmonella enterica JLS95	28901.0	ok
Salmonella enterica JLS96	28901.0	ok
Salmonella enterica JLS98	28901.0	ok
Salmonella enterica PT60	28901.0	ok
Salmonella enterica S1027072	28901.0	ok
Salmonella enterica S1151	28901.0	ok
Salmonella enterica S1347	28901.0	ok
Salmonella enterica S1349	28901.0	ok
Salmonella enterica S1685	28901.0	ok
Salmonella enterica S1686	28901.0	ok
Salmonella enterica S1687	28901.0	ok
Salmonella enterica S1692	28901.0	ok
Salmonella enterica S1693	28901.0	ok
Salmonella enterica S1694	28901.0	ok
Salmonella enterica S1695	28901.0	ok
Salmonella enterica S1696	28901.0	ok
Salmonella enterica S1697	28901.0	ok
Salmonella enterica S1700	28901.0	ok
Salmonella enterica S1705	28901.0	ok
Salmonella enterica S1715	28901.0	ok
Salmonella enterica S1725	28901.0	ok
Salmonella enterica S1736	28901.0	ok
Salmonella enterica S1791	28901.0	ok
Salmonella enterica S1839	28901.0	ok
Salmonella enterica SRR7293287	28901.0	ok
Salmonella enterica SRR7293288	28901.0	ok
Salmonella enterica SRR7293289	28901.0	ok
Salmonella enterica SRR7293290	28901.0	ok
Salmonella enterica SRR7293291	28901.0	ok
Salmonella enterica SRR7293298	28901.0	ok
Salmonella sp.. Schwabach		fail
Salmonella typhimurium ATCC 13311		fail
Salmonella typhimurium SL1344		fail
Seohaeicola saemankumensis ac14	481181.0	ok
Shigella dysenteriae ATCC 13313	622.0	ok
Shigella flexneri NEP	623.0	ok
Shigella sonnei 20112H061	624.0	ok
Shigella sonnei H051240283	624.0	ok
Shigella sonnei H082860255	624.0	ok
Shigella sonnei H083320408	624.0	ok
Shigella sonnei SY230719	624.0	ok
Shigella sonnei WH7	624.0	ok
Shigella sonnei WH88	624.0	ok
Shigella sonnei XJ2012013	624.0	ok
Shigella sonnei sh19sh020	624.0	ok
Shigella sonnei sh19sh049	624.0	ok
Shigella sonnei sn1016	624.0	ok
Shigella sonnei sn1017	624.0	ok
Sinorhizobium medicae JOE4941	110321.0	ok
Sinorhizobium medicae JOE4943	110321.0	ok
Sinorhizobium medicae JOE4956	110321.0	ok
Sinorhizobium medicae JOE4969	110321.0	ok
Sinorhizobium medicae JOE5069	110321.0	ok
Sinorhizobium medicae JOE5202	110321.0	ok
Sinorhizobium medicae JOE5264	110321.0	ok
Sinorhizobium medicae JOE5266	110321.0	ok
Sinorhizobium medicae JOE5268	110321.0	ok
Sinorhizobium medicae JOE5270	110321.0	ok
Sinorhizobium medicae JOE5290	110321.0	ok
Sinorhizobium medicae JOE5291	110321.0	ok
Sinorhizobium medicae JOE5292	110321.0	ok
Sinorhizobium medicae WSM419	366394.0	ok
Staphylococcus aureus A10102	1280.0	ok
Staphylococcus aureus A8115	1280.0	ok
Staphylococcus aureus A8819	1280.0	ok
Staphylococcus aureus A9299	1280.0	ok
Staphylococcus aureus ATCC 25923	1280.0	ok
Staphylococcus aureus ATCC 29213	1280.0	ok
Staphylococcus aureus ATCC 33591	1280.0	ok
Staphylococcus aureus ATCC 43300	1280.0	ok
Staphylococcus aureus ATCC 6538	1280.0	ok
Staphylococcus aureus ATCC BAA-39	1280.0	ok
Staphylococcus aureus BSN14R1	1280.0	ok
Staphylococcus aureus BSN14R2	1280.0	ok
Staphylococcus aureus BSN14RB	1280.0	ok
Staphylococcus aureus BSN14S1	1280.0	ok
Staphylococcus aureus CC398	1280.0	ok
Staphylococcus aureus RN4220	1280.0	ok
Staphylococcus aureus SA-1199B	1280.0	ok
Staphylococcus aureus SA-K2378	1280.0	ok
Staphylococcus aureus SA38	1280.0	ok
Staphylococcus aureus ST22	1280.0	ok
Staphylococcus aureus ST239	1280.0	ok
Staphylococcus aureus USA300	1280.0	ok
Staphylococcus aureus WGS 032	1280.0	ok
Staphylococcus aureus WGS 038	1280.0	ok
Staphylococcus aureus t127 ST3248	1280.0	ok
Staphylococcus aureus t1816 ST15	1280.0	ok
Staphylococcus aureus t5132 ST508	1280.0	ok
Staphylococcus aureus t827 ST508	1280.0	ok
Staphylococcus aureus t8453 ST508	1280.0	ok
Staphylococcus aureus t8860 ST45	1280.0	ok
Staphylococcus aureus t928 ST250	1280.0	ok
Staphylococcus aureus t939 ST45	1280.0	ok
Staphylococcus aureus t963 ST15	1280.0	ok
Staphylococcus carnosus TM300	1281.0	ok
Staphylococcus epidermidis ATCC 12228	176280.0	ok
Staphylococcus epidermidis ATCC 35984	1282.0	ok
Staphylococcus epidermidis O47	1282.0	ok
Staphylococcus epidermidis RP62A	176279.0	ok
Staphylococcus xylosus ATCC 35924	1288.0	ok
Streptococcus agalactiae ATCC 13813	888745.0	ok
Streptococcus agalactiae NGBS0096	1311.0	ok
Streptococcus agalactiae NGBS0162	1311.0	ok
Streptococcus agalactiae NGBS0201	1311.0	ok
Streptococcus agalactiae NGBS0209	1311.0	ok
Streptococcus agalactiae NGBS0308	1311.0	ok
Streptococcus agalactiae NGBS0347	1311.0	ok
Streptococcus agalactiae NGBS0537	1311.0	ok
Streptococcus agalactiae NGBS0543	1311.0	ok
Streptococcus agalactiae NGBS0545	1311.0	ok
Streptococcus agalactiae NGBS0691	1311.0	ok
Streptococcus agalactiae NGBS0694	1311.0	ok
Streptococcus agalactiae NGBS0713	1311.0	ok
Streptococcus agalactiae NGBS0811	1311.0	ok
Streptococcus agalactiae NGBS0878	1311.0	ok
Streptococcus agalactiae NGBS0931	1311.0	ok
Streptococcus agalactiae NGBS0938	1311.0	ok
Streptococcus agalactiae NGBS0963	1311.0	ok
Streptococcus agalactiae NGBS0990	1311.0	ok
Streptococcus agalactiae NGBS1000	1311.0	ok
Streptococcus agalactiae NGBS1007	1311.0	ok
Streptococcus agalactiae NGBS1013	1311.0	ok
Streptococcus agalactiae NGBS1314	1311.0	ok
Streptococcus agalactiae NGBS1361	1311.0	ok
Streptococcus agalactiae NGBS1454	1311.0	ok
Streptococcus agalactiae NGBS1605	1311.0	ok
Streptococcus anginosus ATCC 33397	1328.0	ok
Streptococcus pneumoniae ATCC 49619	1313.0	ok
Streptococcus pneumoniae AUSMDU00065448	1313.0	ok
Streptococcus pneumoniae AUSMDU00073358	1313.0	ok
Streptococcus pneumoniae AUSMDU00073656	1313.0	ok
Streptococcus pneumoniae AUSMDU00074730	1313.0	ok
Streptococcus pneumoniae AUSMDU00074770	1313.0	ok
Streptococcus pneumoniae Ci137	1313.0	ok
Streptococcus pneumoniae D39	373153.0	ok
Streptococcus pneumoniae SC10-0508-P	1313.0	ok
Streptococcus pneumoniae SC10-1181-P	1313.0	ok
Streptococcus pneumoniae SC10-1508-P	1313.0	ok
Streptococcus pneumoniae SC10-2772-P	1313.0	ok
Streptococcus pneumoniae SC11-2541-P	1313.0	ok
Streptococcus pneumoniae SC11-3753-P	1313.0	ok
Streptococcus pneumoniae SC12-1517-P	1313.0	ok
Streptococcus pneumoniae SC12-1744-P	1313.0	ok
Streptococcus pneumoniae SC12-2080-P	1313.0	ok
Streptococcus pneumoniae SC12-3371-P	1313.0	ok
Streptococcus pneumoniae SC13-0387-P	1313.0	ok
Streptococcus pneumoniae SC13-0464-P	1313.0	ok
Streptococcus pneumoniae SC13-2679-P	1313.0	ok
Streptococcus pneumoniae SC13-3499-P	1313.0	ok
Streptococcus pneumoniae SC13-3634-P	1313.0	ok
Streptococcus pneumoniae SC13-4733-P	1313.0	ok
Streptococcus pneumoniae SC14-0908-P	1313.0	ok
Streptococcus pneumoniae SC14-1101-P	1313.0	ok
Streptococcus pneumoniae SC14-3489-P	1313.0	ok
Streptococcus pneumoniae SC15-0288-P	1313.0	ok
Streptococcus pneumoniae SC15-1450-P	1313.0	ok
Streptococcus pneumoniae SC15-2302-P	1313.0	ok
Streptococcus pneumoniae SC15-2565-P	1313.0	ok
Streptococcus pneumoniae SC15-3323-P	1313.0	ok
Streptococcus pneumoniae SP030	1313.0	ok
Streptococcus pneumoniae TIGR4	170187.0	ok
Streptococcus pyogenes ATCC 19615	1314.0	ok
Streptococcus suis HN105	1307.0	ok
Streptococcus suis NSUI001	1307.0	ok
Streptococcus suis NSUI006	1307.0	ok
Streptococcus suis NSUI012	1307.0	ok
Streptococcus suis NSUI033	1307.0	ok
Streptococcus suis NSUI034	1307.0	ok
Trichosporon asahii OK01	82508.0	ok
Vibrio alginolyticus ATCC 33787	663.0	ok
Vibrio cholerae nonO1	666.0	ok
Vibrio parahaemolyticus VP01	670.0	ok
Weissella cibaria LVT1	137591.0	ok
Weissella cibaria VR81	137591.0	ok
