NormalizedSubject	TaxID	Source
Labrenzia sp.. ac12		missing
Lacticaseibacillus rhamnosus VB4	47715.0	ena
Lactobacillus brevis TC50		missing
Lactobacillus pentosus BMOBR013		missing
Lactobacillus pentosus BMOBR061		missing
Lactobacillus plantarum RJ1		missing
Legionella micdadei tatlock	451.0	ena
Legionella pneumophila KS79	446.0	ena
Limosilactobacillus fermentum KGC1601	1613.0	ena
Listeria monocytogenes EGD-e	169963.0	ena
Listeria monocytogenes NCTC11994	1639.0	json
Listeria monocytogenes Scott A	1639.0	ena
Micrococcus luteus ATCC 9341	1270.0	ena
Morganella morganii UM573	582.0	ena
Morganella morganii UM869	582.0	ena
Mycobacterium abscessus ATCC 19977		missing
Mycobacterium abscessus BWH-C		missing
Mycobacterium abscessus CIP104536T		missing
Mycobacterium abscessus T49		missing
Mycobacterium bovis BCG Pasteur		missing
Mycobacterium bovis C02214		missing
Mycobacterium canettii C02321		missing
Mycobacterium tuberculosis 130667	1773.0	ena
Mycobacterium tuberculosis 130693	1773.0	ena
Mycobacterium tuberculosis 130760	1773.0	ena
Mycobacterium tuberculosis 131142	1773.0	ena
Mycobacterium tuberculosis 132108	1773.0	ena
Mycobacterium tuberculosis 2012 500139	1773.0	ena
Mycobacterium tuberculosis ATCC 27294	1773.0	json
Mycobacterium tuberculosis ATCC 35801	1773.0	ena
Mycobacterium tuberculosis ATCC 35822	1773.0	ena
Mycobacterium tuberculosis C00014838	1773.0	ena
Mycobacterium tuberculosis EC378	1773.0	ena
Mycobacterium tuberculosis FS304	1773.0	ena
Mycobacterium tuberculosis H37Ra	1773.0	ena
Mycobacterium tuberculosis H37Rv	1773.0	ena
Mycobacterium tuberculosis H37RvMa	1773.0	ena
Mycobacterium tuberculosis H417D mutant	1773.0	ena
Mycobacterium tuberculosis M00001	1773.0	ena
Mycobacterium tuberculosis M00003	1773.0	ena
Mycobacterium tuberculosis M00004	1773.0	ena
Mycobacterium tuberculosis M00005	1773.0	ena
Mycobacterium tuberculosis M00011	1773.0	ena
Mycobacterium tuberculosis M00017	1773.0	ena
Mycobacterium tuberculosis M00019	1773.0	ena
Mycobacterium tuberculosis M00020	1773.0	ena
Mycobacterium tuberculosis MD24	1773.0	ena
Mycobacterium tuberculosis MD52	1773.0	json
Mycobacterium tuberculosis MD54	1773.0	ena
Mycobacterium tuberculosis MD55	1773.0	json
Mycobacterium tuberculosis MD96	1773.0	ena
Mycobacterium tuberculosis MTTR11	1773.0	ena
Mycobacterium tuberculosis MTTR13	1773.0	ena
Mycobacterium tuberculosis MTTR14	1773.0	ena
Mycobacterium tuberculosis MTTR18	1773.0	ena
Mycobacterium tuberculosis MTTR19	1773.0	ena
Mycobacterium tuberculosis MTTR2	1773.0	ena
Mycobacterium tuberculosis MTTR28	1773.0	ena
Mycobacterium tuberculosis MTTR3	1773.0	ena
Mycobacterium tuberculosis MTTR5	1773.0	ena
Mycobacterium tuberculosis MTTR6	1773.0	ena
Mycobacterium tuberculosis MmpL3 F255L	1773.0	ena
Mycobacterium tuberculosis MmpL3 G253E	1773.0	ena
Mycobacterium tuberculosis MmpL3 Y252C	1773.0	ena
Mycobacterium tuberculosis MmpL3 Y252S	1773.0	ena
Mycobacterium tuberculosis N0008	1773.0	ena
Mycobacterium tuberculosis R1093	1773.0	ena
Mycobacterium tuberculosis R3027	1773.0	ena
Mycobacterium tuberculosis R4254	1773.0	ena
Mycobacterium tuberculosis S94A mutant	1773.0	ena
Mycobacterium tuberculosis SAWC1125	1773.0	ena
Mycobacterium tuberculosis SAWC2371	1773.0	ena
Mycobacterium tuberculosis SAWC3200	1773.0	ena
Mycobacterium tuberculosis SAWC3385	1773.0	ena
Mycobacterium tuberculosis SAWC3388	1773.0	ena
Mycobacterium tuberculosis SAWC3933	1773.0	ena
Mycobacterium tuberculosis SAWC4046	1773.0	ena
Mycobacterium tuberculosis SAWC4083	1773.0	ena
Mycobacterium tuberculosis W91R mutant	1773.0	ena
Neisseria gonorrhoeae A7536	485.0	ena
Neisseria gonorrhoeae A7846	485.0	ena
Neisseria gonorrhoeae A8806	485.0	ena
Neisseria gonorrhoeae ALB0403	485.0	ena
Neisseria gonorrhoeae FC428	485.0	ena
Neisseria gonorrhoeae FC460	485.0	ena
Neisseria gonorrhoeae GCGS0104	485.0	ena
Neisseria gonorrhoeae GCGS0165	485.0	ena
Neisseria gonorrhoeae GCGS0205	485.0	ena
Neisseria gonorrhoeae GCGS0227	485.0	ena
Neisseria gonorrhoeae GCGS0229	485.0	ena
Neisseria gonorrhoeae GCGS0241	485.0	ena
Neisseria gonorrhoeae GCGS0822	485.0	ena
Neisseria gonorrhoeae GCGS0837	485.0	ena
Neisseria gonorrhoeae GCGS0862	485.0	ena
Neisseria gonorrhoeae GCGS0863	485.0	ena
Neisseria gonorrhoeae GCGS0864	485.0	ena
Neisseria gonorrhoeae GCGS0885	485.0	ena
Neisseria gonorrhoeae GCGS0886	485.0	ena
Neisseria gonorrhoeae GCGS0933	485.0	ena
Neisseria gonorrhoeae GCGS0949	485.0	ena
Neisseria gonorrhoeae GCGS0985	485.0	ena
Neisseria gonorrhoeae GCGS0999	485.0	ena
Neisseria gonorrhoeae GCGS1016	485.0	ena
Neisseria gonorrhoeae GCGS126	485.0	ena
Neisseria gonorrhoeae GK124	485.0	ena
Neisseria gonorrhoeae H041	485.0	ena
Neisseria gonorrhoeae MUNG19	485.0	ena
Neisseria gonorrhoeae NGPT03002	485.0	ena
Neisseria gonorrhoeae NGPT03003	485.0	ena
Neisseria gonorrhoeae NGPT03004	485.0	ena
Neisseria gonorrhoeae NGPT03005	485.0	ena
Neisseria gonorrhoeae NGPT03006	485.0	ena
Neisseria gonorrhoeae NGPT03007	485.0	ena
Neisseria gonorrhoeae NGPT03009	485.0	ena
Neisseria gonorrhoeae NGPT03010	485.0	ena
Neisseria gonorrhoeae NGPT03011	485.0	ena
Neisseria gonorrhoeae NGPT03012	485.0	ena
Neisseria gonorrhoeae NGPT03013	485.0	ena
Neisseria gonorrhoeae NGPT03014	485.0	ena
Neisseria gonorrhoeae NGPT03015	485.0	ena
Neisseria gonorrhoeae NGPT03016	485.0	ena
Neisseria gonorrhoeae NGPT03017	485.0	ena
Neisseria gonorrhoeae NGPT04001	485.0	ena
Neisseria gonorrhoeae NGPT04002	485.0	ena
Neisseria gonorrhoeae NGPT04003	485.0	ena
Neisseria gonorrhoeae NGPT04004	485.0	ena
Neisseria gonorrhoeae NGPT04007	485.0	ena
Neisseria gonorrhoeae NGPT04008	485.0	ena
Neisseria gonorrhoeae NGPT04009	485.0	ena
Neisseria gonorrhoeae NGPT04012	485.0	ena
Neisseria gonorrhoeae NGPT04015	485.0	ena
Neisseria gonorrhoeae NGPT05002	485.0	ena
Neisseria gonorrhoeae NGPT05005	485.0	ena
Neisseria gonorrhoeae NGPT05006	485.0	ena
Neisseria gonorrhoeae NGPT05007	485.0	ena
Neisseria gonorrhoeae NGPT05008	485.0	ena
Neisseria gonorrhoeae NGPT05009	485.0	ena
Neisseria gonorrhoeae NGPT05010	485.0	ena
Neisseria gonorrhoeae NGPT05012	485.0	ena
Neisseria gonorrhoeae NGPT05013	485.0	ena
Neisseria gonorrhoeae NGPT05014	485.0	ena
Neisseria gonorrhoeae NGPT05015	485.0	ena
Neisseria gonorrhoeae NGPT05018	485.0	ena
Neisseria gonorrhoeae NGPT05019	485.0	ena
Neisseria gonorrhoeae NGPT05020	485.0	ena
Neisseria gonorrhoeae NGPT05021	485.0	ena
Neisseria gonorrhoeae NGPT05022	485.0	ena
Neisseria gonorrhoeae NGPT05023	485.0	ena
Neisseria gonorrhoeae NGPT05024	485.0	ena
Nitratireductor sp.. ac15		missing
Orientia tsutsugamushi AFSC4	784.0	ena
Orientia tsutsugamushi Karp	784.0	ena
Paenibacillus thiaminolyticus PATH554	49283.0	ena
Pediococcus acidilactici BMOBR041	1254.0	ena
Plasmodium falciparum 3D7	36329.0	ena
Plasmodium falciparum NF54-HGL	5833.0	ena
Plasmodium falciparum NF54-HGL-hDHFR	5833.0	ena
Proteus mirabilis ATCC 29906	525369.0	ena
Proteus mirabilis LHPm1	584.0	ena
Proteus vulgaris CIP104989	585.0	json
Providencia rettgeri NCTC7475	587.0	json
Providencia stuartii ATCC 29916	588.0	ena
Pseudomonas aeruginosa AR-0054	287.0	ena
Pseudomonas aeruginosa AR-0064	287.0	ena
Pseudomonas aeruginosa AR-0100	287.0	ena
Pseudomonas aeruginosa ATCC 15442	287.0	ena
Pseudomonas aeruginosa ATCC 27853	287.0	ena
Pseudomonas aeruginosa PA-011	287.0	ena
Pseudomonas aeruginosa PA-032	287.0	ena
Pseudomonas aeruginosa PA-038	287.0	ena
Pseudomonas aeruginosa PA-041	287.0	ena
Pseudomonas aeruginosa PA124	287.0	ena
Pseudomonas aeruginosa PAO1	287.0	ena
Pseudomonas aeruginosa PBIO712	287.0	ena
Pseudomonas aeruginosa PBIO724	287.0	ena
Pseudomonas aeruginosa ST111	287.0	ena
Pseudomonas aeruginosa ST17	287.0	ena
Pseudomonas aeruginosa ST235	287.0	ena
Pseudomonas aeruginosa ST244	287.0	ena
Pseudomonas aeruginosa ST274	287.0	ena
Pseudomonas aeruginosa ST395	287.0	ena
Pseudomonas aeruginosa mucoid strain	287.0	ena
Pseudomonas protegens Pf-5	220664.0	ena
Saccharopolyspora erythraea rif12	1836.0	ena
Saccharopolyspora erythraea rif3	1836.0	ena
Saccharopolyspora erythraea rif4	1836.0	ena
Saccharopolyspora erythraea rif5	1836.0	ena
Saccharopolyspora erythraea rif6	1836.0	ena
Saccharopolyspora erythraea rif9	1836.0	ena
Salmonella enterica AUSMDU00032900	28901.0	ena
Salmonella enterica AUSMDU00032924	28901.0	ena
Salmonella enterica AUSMDU00032927	28901.0	ena
Salmonella enterica AUSMDU00032928	28901.0	ena
Salmonella enterica AUSMDU00032931	28901.0	ena
Salmonella enterica AUSMDU00032932	28901.0	ena
Salmonella enterica AUSMDU00032933	28901.0	ena
Salmonella enterica AUSMDU00032934	28901.0	ena
Salmonella enterica AUSMDU00032936	28901.0	ena
Salmonella enterica AUSMDU00032946	28901.0	ena
Salmonella enterica AUSMDU00032953	28901.0	ena
Salmonella enterica AUSMDU00032955	28901.0	ena
Salmonella enterica AUSMDU00032956	28901.0	ena
Salmonella enterica AUSMDU00032959	28901.0	ena
Salmonella enterica AUSMDU00032972	28901.0	ena
Salmonella enterica AUSMDU00032973	28901.0	ena
Salmonella enterica ERR1010027	28901.0	ena
Salmonella enterica ERR1010032	28901.0	ena
Salmonella enterica ERR1010128	28901.0	ena
Salmonella enterica ERR1010129	28901.0	ena
Salmonella enterica ERR984800	28901.0	ena
Salmonella enterica ERR984822	28901.0	ena
Salmonella enterica ERR984884	28901.0	ena
Salmonella enterica ERR984919	28901.0	ena
Salmonella enterica ERR998502	28901.0	ena
Salmonella enterica HS51537	28901.0	ena
Salmonella enterica HS51616	28901.0	ena
Salmonella enterica HS51628	28901.0	ena
Salmonella enterica HS5826	28901.0	ena
Salmonella enterica HS61616	28901.0	ena
Salmonella enterica HS61622	28901.0	ena
Salmonella enterica HS61639	28901.0	ena
Salmonella enterica HS61648	28901.0	ena
Salmonella enterica HS71549	28901.0	ena
Salmonella enterica HS743	28901.0	ena
Salmonella enterica HS81528	28901.0	ena
Salmonella enterica JLS95	28901.0	ena
Salmonella enterica JLS96	28901.0	ena
Salmonella enterica JLS98	28901.0	ena
Salmonella enterica LMG07233	28901.0	json
Salmonella enterica PT48 PT49	1313.0	json
Salmonella enterica PT60	28901.0	ena
Salmonella enterica S1027072	28901.0	ena
Salmonella enterica S1151	28901.0	ena
Salmonella enterica S1347	28901.0	ena
Salmonella enterica S1349	28901.0	ena
Salmonella enterica S1685	28901.0	ena
Salmonella enterica S1686	28901.0	ena
Salmonella enterica S1687	28901.0	ena
Salmonella enterica S1692	28901.0	ena
Salmonella enterica S1693	28901.0	ena
Salmonella enterica S1694	28901.0	ena
Salmonella enterica S1695	28901.0	ena
Salmonella enterica S1696	28901.0	ena
Salmonella enterica S1697	28901.0	ena
Salmonella enterica S1700	28901.0	ena
Salmonella enterica S1705	28901.0	ena
Salmonella enterica S1715	28901.0	ena
Salmonella enterica S1725	28901.0	ena
Salmonella enterica S1736	28901.0	ena
Salmonella enterica S1791	28901.0	ena
Salmonella enterica S1839	28901.0	ena
Salmonella enterica SRR7293287	28901.0	ena
Salmonella enterica SRR7293288	28901.0	ena
Salmonella enterica SRR7293289	28901.0	ena
Salmonella enterica SRR7293290	28901.0	ena
Salmonella enterica SRR7293291	28901.0	ena
Salmonella enterica SRR7293298	28901.0	ena
Salmonella enterica serovar infantis 115-10	595.0	json
Salmonella enterica serovar infantis 125-15	595.0	json
Salmonella enteritidis NCTC4776	149539.0	json
Salmonella enteritidis NCTC6676	149539.0	json
Salmonella newington BV7004	28901.0	json
Salmonella sp.. Schwabach		missing
Salmonella typhimurium ATCC 13311		missing
Salmonella typhimurium BV4012	90371.0	json
Salmonella typhimurium NCTC74	90371.0	json
Salmonella typhimurium SL1344		missing
Sarcina ventriculi ATCC 29068	1267.0	json
Seohaeicola saemankumensis ac14	481181.0	ena
Shigella dysenteriae ATCC 13313	622.0	ena
Shigella flexneri NEP	623.0	ena
Shigella sonnei 20112H061	624.0	ena
Shigella sonnei H051240283	624.0	ena
Shigella sonnei H082860255	624.0	ena
Shigella sonnei H083320408	624.0	ena
Shigella sonnei SY230719	624.0	ena
Shigella sonnei WH7	624.0	ena
Shigella sonnei WH88	624.0	ena
Shigella sonnei XJ2012013	624.0	ena
Shigella sonnei sh19sh020	624.0	ena
Shigella sonnei sh19sh049	624.0	ena
Shigella sonnei sn1016	624.0	ena
Shigella sonnei sn1017	624.0	ena
Sinorhizobium medicae JOE4941	110321.0	ena
Sinorhizobium medicae JOE4943	110321.0	ena
Sinorhizobium medicae JOE4956	110321.0	ena
Sinorhizobium medicae JOE4969	110321.0	ena
Sinorhizobium medicae JOE5069	110321.0	ena
Sinorhizobium medicae JOE5202	110321.0	ena
Sinorhizobium medicae JOE5264	110321.0	ena
Sinorhizobium medicae JOE5266	110321.0	ena
Sinorhizobium medicae JOE5268	110321.0	ena
Sinorhizobium medicae JOE5270	110321.0	ena
Sinorhizobium medicae JOE5290	110321.0	ena
Sinorhizobium medicae JOE5291	110321.0	ena
Sinorhizobium medicae JOE5292	110321.0	ena
Sinorhizobium medicae WSM419	366394.0	ena
Staphylococcus aureus A10102	1280.0	ena
Staphylococcus aureus A8115	1280.0	ena
Staphylococcus aureus A8819	1280.0	ena
Staphylococcus aureus A9299	1280.0	ena
Staphylococcus aureus ATCC 25923	1280.0	ena
Staphylococcus aureus ATCC 29213	1280.0	ena
Staphylococcus aureus ATCC 33591	1280.0	ena
Staphylococcus aureus ATCC 43300	1280.0	ena
Staphylococcus aureus ATCC 6538	1280.0	ena
Staphylococcus aureus ATCC BAA-39	1280.0	ena
Staphylococcus aureus BSN14R1	1280.0	ena
Staphylococcus aureus BSN14R2	1280.0	ena
Staphylococcus aureus BSN14RB	1280.0	ena
Staphylococcus aureus BSN14S1	1280.0	ena
Staphylococcus aureus CC398	1280.0	ena
Staphylococcus aureus NCTC11939	1280.0	json
Staphylococcus aureus NCTC4163	1280.0	json
Staphylococcus aureus NCTC6571	1280.0	json
Staphylococcus aureus RN4220	1280.0	ena
Staphylococcus aureus SA-1199B	1280.0	ena
Staphylococcus aureus SA-K2378	1280.0	ena
Staphylococcus aureus SA38	1280.0	ena
Staphylococcus aureus ST22	1280.0	ena
Staphylococcus aureus ST239	1280.0	ena
Staphylococcus aureus USA300	1280.0	ena
Staphylococcus aureus USA300 -NAE	1280.0	json
Staphylococcus aureus WGS 032	1280.0	ena
Staphylococcus aureus WGS 038	1280.0	ena
Staphylococcus aureus t127 ST3248	1280.0	ena
Staphylococcus aureus t1816 ST15	1280.0	ena
Staphylococcus aureus t5132 ST508	1280.0	ena
Staphylococcus aureus t827 ST508	1280.0	ena
Staphylococcus aureus t8453 ST508	1280.0	ena
Staphylococcus aureus t8860 ST45	1280.0	ena
Staphylococcus aureus t928 ST250	1280.0	ena
Staphylococcus aureus t939 ST45	1280.0	ena
Staphylococcus aureus t963 ST15	1280.0	ena
Staphylococcus carnosus TM300	1281.0	ena
Staphylococcus epidermidis ATCC 12228	176280.0	ena
Staphylococcus epidermidis ATCC 35984	1282.0	ena
Staphylococcus epidermidis NCTC11047	1282.0	json
Staphylococcus epidermidis O47	1282.0	ena
Staphylococcus epidermidis RP62A	176279.0	ena
Staphylococcus sp.. MRCoNS	29387.0	json
Staphylococcus sp.. MSCoNS	29387.0	json
Staphylococcus xylosus ATCC 35924	1288.0	ena
Streptococcus agalactiae ATCC 13813	888745.0	ena
Streptococcus agalactiae NGBS0096	1311.0	ena
Streptococcus agalactiae NGBS0162	1311.0	ena
Streptococcus agalactiae NGBS0201	1311.0	ena
Streptococcus agalactiae NGBS0209	1311.0	ena
Streptococcus agalactiae NGBS0308	1311.0	ena
Streptococcus agalactiae NGBS0347	1311.0	ena
Streptococcus agalactiae NGBS0537	1311.0	ena
Streptococcus agalactiae NGBS0543	1311.0	ena
Streptococcus agalactiae NGBS0545	1311.0	ena
Streptococcus agalactiae NGBS0691	1311.0	ena
Streptococcus agalactiae NGBS0694	1311.0	ena
Streptococcus agalactiae NGBS0713	1311.0	ena
Streptococcus agalactiae NGBS0811	1311.0	ena
Streptococcus agalactiae NGBS0878	1311.0	ena
Streptococcus agalactiae NGBS0931	1311.0	ena
Streptococcus agalactiae NGBS0938	1311.0	ena
Streptococcus agalactiae NGBS0963	1311.0	ena
Streptococcus agalactiae NGBS0990	1311.0	ena
Streptococcus agalactiae NGBS1000	1311.0	ena
Streptococcus agalactiae NGBS1007	1311.0	ena
Streptococcus agalactiae NGBS1013	1311.0	ena
Streptococcus agalactiae NGBS1314	1311.0	ena
Streptococcus agalactiae NGBS1361	1311.0	ena
Streptococcus agalactiae NGBS1454	1311.0	ena
Streptococcus agalactiae NGBS1605	1311.0	ena
Streptococcus anginosus ATCC 33397	1328.0	ena
Streptococcus pneumoniae ATCC 49619	1313.0	ena
Streptococcus pneumoniae AUSMDU00065448	1313.0	ena
Streptococcus pneumoniae AUSMDU00073358	1313.0	ena
Streptococcus pneumoniae AUSMDU00073656	1313.0	ena
Streptococcus pneumoniae AUSMDU00074730	1313.0	ena
Streptococcus pneumoniae AUSMDU00074770	1313.0	ena
Streptococcus pneumoniae Ci137	1313.0	ena
Streptococcus pneumoniae D39	373153.0	ena
Streptococcus pneumoniae SC10-0508-P	1313.0	ena
Streptococcus pneumoniae SC10-1181-P	1313.0	ena
Streptococcus pneumoniae SC10-1508-P	1313.0	ena
Streptococcus pneumoniae SC10-2772-P	1313.0	ena
Streptococcus pneumoniae SC11-2541-P	1313.0	ena
Streptococcus pneumoniae SC11-3753-P	1313.0	ena
Streptococcus pneumoniae SC12-1517-P	1313.0	ena
Streptococcus pneumoniae SC12-1744-P	1313.0	ena
Streptococcus pneumoniae SC12-2080-P	1313.0	ena
Streptococcus pneumoniae SC12-3371-P	1313.0	ena
Streptococcus pneumoniae SC13-0387-P	1313.0	ena
Streptococcus pneumoniae SC13-0464-P	1313.0	ena
Streptococcus pneumoniae SC13-2679-P	1313.0	ena
Streptococcus pneumoniae SC13-3499-P	1313.0	ena
Streptococcus pneumoniae SC13-3634-P	1313.0	ena
Streptococcus pneumoniae SC13-4733-P	1313.0	ena
Streptococcus pneumoniae SC14-0908-P	1313.0	ena
Streptococcus pneumoniae SC14-1101-P	1313.0	ena
Streptococcus pneumoniae SC14-3489-P	1313.0	ena
Streptococcus pneumoniae SC15-0288-P	1313.0	ena
Streptococcus pneumoniae SC15-1450-P	1313.0	ena
Streptococcus pneumoniae SC15-2302-P	1313.0	ena
Streptococcus pneumoniae SC15-2565-P	1313.0	ena
Streptococcus pneumoniae SC15-3323-P	1313.0	ena
Streptococcus pneumoniae SP030	1313.0	ena
Streptococcus pneumoniae TIGR4	170187.0	ena
Streptococcus pyogenes ATCC 19615	1314.0	ena
Streptococcus suis HN105	1307.0	ena
Streptococcus suis NSUI001	1307.0	ena
Streptococcus suis NSUI006	1307.0	ena
Streptococcus suis NSUI012	1307.0	ena
Streptococcus suis NSUI033	1307.0	ena
Streptococcus suis NSUI034	1307.0	ena
Trichosporon asahii OK01	82508.0	ena
Vibrio alginolyticus ATCC 33787	663.0	ena
Vibrio cholerae nonO1	666.0	ena
Vibrio parahaemolyticus VP01	670.0	ena
Weissella cibaria LVT1	137591.0	ena
Weissella cibaria VR81	137591.0	ena
Yersinia enterocolitica NCTC11176	630.0	json
